name,is_open,latitude,longitude,stars_x,cool,funny,stars_y,al pastor score,al pastor ratio,daal score,daal ratio,lamb shwarma score,lamb shwarma ratio,lamb shawarma score,lamb shawarma ratio,shawarma score,shawarma ratio,taco score,taco ratio,taco  score,taco  ratio,Weighted taco score
Fusaro's,1.0,43.65342280000003,-79.3694323999999,4.0,0.2261904761904762,0.16666666666666666,4.190476190476191,,,,,,,,,,,5.050808847109141,0.023809523809523774,,,5.111296857160691
King Rustic,1.0,43.64180195340001,-79.41211603579997,4.0,0.24074074074074073,0.25925925925925924,4.0,,,,,,,,,,,4.843112915124122,0.03703703703703699,,,4.9336357790520635
Evoo Ristorante,1.0,43.67445700000001,-79.39681679999998,4.0,0.12903225806451613,0.06451612903225806,4.225806451612903,,,,,,,,,,,4.7710774690012,0.03225806451612901,,,4.848654268994059
Sfizio Pizzeria & Wine Bar,0.0,43.67212919999998,-79.37740519999993,4.0,0.3888888888888889,0.1111111111111111,4.083333333333333,,,,,,,,,,,4.491726326234092,0.027777777777777783,,,4.554546656552304
Trio Ristorante and Pizzeria,1.0,43.728899899999995,-79.40288310000004,3.5,0.325,0.35,3.575,,,,,,,,,,,4.387310662766528,0.025000000000000012,,,4.442496237331846
Factory Girl,1.0,43.67640930000007,-79.35614470000013,3.5,0.48,1.16,3.57,,,,,,,,,,,4.410792379507099,0.010000000000000007,,,4.432901568315866
Trattoria Taverniti,1.0,43.6551470000001,-79.41351300000002,4.0,0.15827338129496402,0.16546762589928057,4.057553956834532,,,,,,,,,,,4.380228468454219,0.014388489208633056,,,4.411854529883837
Dr Generosity,0.0,43.65134570000006,-79.47529370000002,3.5,0.8285714285714286,0.4714285714285714,3.5428571428571427,,,,,,,,,,,4.166111684774047,0.014285714285714263,,,4.195976157235105
Sip Wine Bar,1.0,43.70965900000007,-79.39848799999987,3.5,0.3673469387755102,0.21428571428571427,3.316326530612245,,,,,,,,,,,3.8158719218903356,0.01020408163265307,,,3.83539040589657
Cibo Wine Bar,1.0,43.66818529808651,-79.39710627081277,3.2535885167464116,0.2743221690590112,0.2743221690590112,3.263157894736842,,,,,,,,,,,3.696208180984974,0.003144654088050314,,,3.702024400369556
Bar Vespa,0.0,43.638436000000056,-79.41742299999993,3.0,0.41025641025641024,0.20512820512820512,3.1794871794871793,,,,,,,,,,,3.5765407057768144,0.012820512820512801,,,3.59954088853799
Arthur's Restaurant,1.0,43.68841999999997,-79.39351,3.0,0.05714285714285714,0.17142857142857143,3.057142857142857,,,,,,,,,,,3.40417542952554,0.028571428571428577,,,3.4531555319727065
Vivo Pizza + Pasta,1.0,43.733244309899995,-79.45088904349998,3.0,0.4117647058823529,0.23529411764705882,3.235294117647059,,,,,,,,,,,3.2716098488228336,0.058823529411764705,,,3.369262699779568
Ciao Wine Bar,0.0,43.67047540000013,-79.39364530000002,3.0,0.3923076923076923,0.23076923076923078,3.0076923076923077,,,,,,,,,,,3.148777702909268,0.015384615384615344,,,3.173092468287929
Alleycatz Restaurant Jazz Bar,1.0,43.71040839999993,-79.39866020000022,2.5,0.29523809523809524,0.4095238095238095,2.3142857142857145,,,,,,,,,,,2.2895733617441447,0.00952380952380951,,,2.300502092173491
