name,is_open,latitude,longitude,stars_x,cool,funny,stars_y,al pastor score,al pastor ratio,daal score,daal ratio,lamb shwarma score,lamb shwarma ratio,lamb shawarma score,lamb shawarma ratio,shawarma score,shawarma ratio,taco score,taco ratio,taco  score,taco  ratio,Weighted taco score
Cheesewerks,0.0,43.64234750000002,-79.4020412,3.5,0.42424242424242425,0.19696969696969696,3.4545454545454546,,,,,,,,,,,6.465205773823985,0.5909090909090912,,,8.687536271940521
The Irv Gastro Pub,1.0,43.66353989999998,-79.37058259999989,4.5,0.24166666666666667,0.18333333333333332,4.383333333333334,,,,,,,,,,,7.1397220590507695,0.15000000000000005,5.8161121030710765,0.0666666666666666,7.695793249172212
About Cheese,0.0,43.66492199999999,-79.38058540000006,4.5,1.5405405405405406,1.1891891891891893,4.486486486486487,,,,,,,,,,,6.349961106543014,0.3513513513513513,,,7.569479929783983
Yasi's Place,0.0,43.66146560000001,-79.4483868,4.5,1.411764705882353,0.7647058823529411,4.588235294117647,,,,,,,,,,,5.845934843321488,0.41176470588235303,,,7.182366135121015
Prohibition Gastrohouse - Queen,1.0,43.658894800000276,-79.35038400000026,3.5,0.5799373040752351,0.54858934169279,3.6081504702194356,,,,,,,,,,,6.835001888639495,0.08777429467084653,5.7395794253497545,0.06583072100313461,7.141650369505031
Bathurst Local,1.0,43.65147420000002,-79.4059203,4.5,0.0,0.0,4.4375,,,,,,,,,,,5.737280179156401,0.4375,,,7.140160546848007
Cut The Cheese,0.0,43.665436382500026,-79.46613907809994,3.5,0.1111111111111111,0.05555555555555555,3.7222222222222223,,,,,,,,,,,5.7006390121528625,0.41666666666666646,,,7.021041783853394
Uncle Betty's Diner,1.0,43.71443360000007,-79.40015490000029,3.0,0.28717948717948716,0.28205128205128205,2.81025641025641,,,,,,,,,,,6.116337942349655,0.21025641025641043,,,6.794352464082185
Meltdown Cheesery Food Truck,1.0,43.659639799999994,-79.3106414,3.5,0.15384615384615385,0.15384615384615385,3.4615384615384617,,,,,,,,,,,5.159315899296631,0.5384615384615384,,,6.753323555370926
JOEY Eaton Centre,1.0,43.655870896400224,-79.38200919020088,3.5,0.33954451345755693,0.33540372670807456,3.7246376811594204,,,,,,,,,,,6.560310963042558,0.05797101449275383,7.914804512537656,0.15113871635610726,6.753247578898295
Rashers,0.0,43.65926549791661,-79.35162066597223,4.368055555555555,0.7638888888888888,0.6805555555555556,4.222222222222222,,,,,,,,,,,6.146258609634343,0.18055555555555503,,,6.726946448396077
Hogtown Smoke In the Beach,1.0,43.66954912159986,-79.30214311929971,3.5,0.09550561797752809,0.10674157303370786,3.5842696629213484,,,,,,,,,,,6.323575577729778,0.09550561797752811,,,6.632870144340048
Mildred's Temple Kitchen,1.0,43.639910874899925,-79.4204235076995,4.0,0.40888382687927105,0.20842824601366744,3.9533029612756265,,,,,,,,,,,6.461571707026144,0.02164009111617319,,,6.531865814197952
Shanghai Cowgirl,0.0,43.64762093060004,-79.40260528389993,3.0,1.5454545454545454,0.961038961038961,3.1818181818181817,,,,,,,,,,,5.6679802914712365,0.27272727272727304,,,6.496064168903662
Insomnia Restaurant & Lounge,1.0,43.66596099999934,-79.41100300000078,4.0,0.4177732379979571,0.2819203268641471,4.052093973442288,,,,,,,,,,,6.401353131169971,0.025536261491317942,7.515925335418412,0.04290091930541437,6.4836104635872145
Victory Café,0.0,43.66373250000007,-79.41174630000017,3.5,0.71900826446281,0.4214876033057851,3.371900826446281,,,,,,,,,,,6.002167296826544,0.14876033057851265,,,6.465632134694752
Thompson Diner,1.0,43.642914158399876,-79.40204569790029,3.0,0.4463087248322148,0.2751677852348993,3.0503355704697985,,,,,,,,,,,6.167262275912886,0.07718120805369114,,,6.409912549796947
Hair of the Dog,1.0,43.66294682380025,-79.37959287019952,4.0,0.3644578313253012,0.2469879518072289,3.789156626506024,,,,,,,,,,,6.0434021224370875,0.08433734939758987,,,6.303693890359893
Leslieville Cheese Market,0.6666666666666666,43.65936620026663,-79.35760204426668,3.566666666666667,0.6166666666666667,0.55,3.466666666666667,,,3.906645277841399,0.0625,,,,,,,5.272603727985379,0.35714285714285726,,,6.303441380599849
Get Melted Cafe,0.0,43.667412999999975,-79.38165650000002,3.0,0.6451612903225806,0.41935483870967744,3.064516129032258,,,,,,,,,,,4.833443616606787,0.5161290322580642,,,6.256517333864727
Dirty Food Eatery,1.0,43.66561090000001,-79.47190560000014,4.5,0.33,0.2,4.33,,,,,,,,,,,5.719418447022527,0.07000000000000009,,,5.923142466608662
Rose and Sons,0.0,43.67578599999984,-79.40366499999993,3.5,0.5023041474654378,0.34101382488479265,3.5483870967741935,,,,,,,,,,,5.649449365214901,0.06912442396313348,,,5.848120308978112
Avenue Open Kitchen,1.0,43.647127999999945,-79.39645099999991,4.5,0.5378151260504201,0.46218487394957986,4.294117647058823,,,,,,,,,,,5.719971524602888,0.042016806722689,,,5.841410142937147
White Brick Kitchen,1.0,43.66417616639972,-79.41496119959994,4.0,0.32669322709163345,0.23904382470119523,4.035856573705179,,,,,,,,,,,5.667241550261901,0.05577689243027884,,,5.827516635065269
Tuckshop Kitchen,1.0,43.66496830000004,-79.45564370000008,4.5,1.5609756097560976,1.0731707317073171,4.463414634146342,,,,,,,,,,,5.505851561912804,0.07317073170731711,,,5.711015266637015
Golden Wheat Bakery & Pastry,1.0,43.65515600000001,-79.41624080000003,4.0,0.53125,0.15625,3.8125,,,,,,,,,,,5.274558025116808,0.15625,,,5.703157045500536
Himalayan Coffee House,1.0,43.71338300000001,-79.4000863000001,4.5,1.1136363636363635,0.3787878787878788,4.416666666666667,,,,,,,,,,,5.551288065652587,0.053030303030302955,,,5.7004500977901555
JOEY Yorkdale,1.0,43.724071599999796,-79.45399030000036,3.5,0.4066666666666667,0.25333333333333335,3.6133333333333333,,,,,,,,,,,5.5583447576980065,0.03666666666666691,6.919566628242134,0.12333333333333411,5.661187590353048
The Rebel House,1.0,43.67766850000007,-79.39001060000008,3.5,0.4649122807017544,0.5087719298245614,3.5789473684210527,,,,,,,,,,,5.436287327461362,0.0789473684210525,,,5.655169233765583
