name,is_open,latitude,longitude,stars_x,cool,funny,stars_y,al pastor score,al pastor ratio,daal score,daal ratio,lamb shwarma score,lamb shwarma ratio,lamb shawarma score,lamb shawarma ratio,shawarma score,shawarma ratio,taco score,taco ratio,taco  score,taco  ratio,Weighted taco score
Flaming Stove,1.0,43.6981859,-79.39574330000003,4.5,0.4444444444444444,0.15555555555555556,4.488888888888889,,,,,,,,,12.884249928647467,0.7111111111111115,7.617464933390405,0.7111111111111115,,,10.86991828901693
M'Zaar Restaurant,1.0,43.667247499999895,-79.38554409999979,4.0,0.3712121212121212,0.18181818181818182,3.856060606060606,,,,,,,,,16.164253790389015,0.47727272727272674,8.024849311232627,0.47727272727272674,,,10.187681099628717
Ali Baba,1.0,43.65803660000004,-79.38145479630006,4.0,0.2702702702702703,0.1891891891891892,4.162162162162162,,,,,,,4.77144159813449,0.027027027027027004,11.09896534229369,0.7027027027027026,6.786827712058682,0.7027027027027026,,,9.64399058205758
Shish Kabab Express,1.0,43.655714200000006,-79.38423599999994,4.0,0.3225806451612903,0.08064516129032258,4.17741935483871,,,,,,,,,12.658609498605536,0.548387096774193,7.281161979606582,0.548387096774193,,,9.578145668330093
Dundas Shawarma,1.0,43.6522195,-79.40714230000002,4.0,0.65,0.2,4.0,,,,,,,,,8.627889751089239,0.75,6.050531642580539,0.75,,,8.803471593830448
Doner Kebab House,0.0,43.658745,-79.38179669999974,4.0,0.36752136752136755,0.26495726495726496,4.05982905982906,,,,,,,,,13.122199394686712,0.3076923076923072,7.272804014560043,0.3076923076923072,,,8.482354526302466
Liberty Shawarma,1.0,43.64500544999992,-79.40095515312511,3.140625,0.4791666666666667,0.4166666666666667,3.2916666666666665,,,,,,,,,11.393473323916952,0.5520833333333347,6.3984302611436386,0.5520833333333347,,,8.432508999997694
Lebanon Express,1.0,43.66107229999992,-79.38275909999996,3.5,0.19736842105263158,0.05263157894736842,3.710526315789474,,,,,,,,,11.708334963984159,0.4736842105263152,6.468324093147385,0.4736842105263152,,,8.19692556516337
Figs and Olives Kitchen,1.0,43.66484369999994,-79.38592969999993,4.5,0.1111111111111111,0.09259259259259259,4.481481481481482,,,,,,,,,9.743728394175266,0.31481481481481477,6.813379871922977,0.31481481481481477,,,7.974872926546052
Teta's Mediterranean Kitchen & Bakery,0.0,43.77285535519997,-79.46796298029996,4.5,0.20512820512820512,0.1282051282051282,4.743589743589744,,,,,,,,,9.13730806660279,0.3589743589743591,6.569131229222392,0.3589743589743591,,,7.860645834030856
Chamsine,0.0,43.6826108619,-79.4202558696,4.0,0.030303030303030304,0.24242424242424243,4.181818181818182,,,,,,,,,9.105283072754046,0.45454545454545464,6.171231984833297,0.45454545454545464,,,7.74595846263672
Xawaash,1.0,43.71531450000012,-79.59289849999986,4.0,0.3953488372093023,0.15503875968992248,4.209302325581396,,,,,,,,,10.388245856189231,0.17054263565891495,6.76028620078239,0.17054263565891495,,,7.362036143276627
Shawarma House,1.0,43.649597799999995,-79.3655404,3.0,0.125,0.25,3.25,,,,,,,,,5.716015123570383,1.0,4.451011923440691,1.0,,,7.338478034316558
Sido Shawarma,1.0,43.687072100000016,-79.5978943,3.5,1.1612903225806452,0.6451612903225806,3.5483870967741935,,,,,,,,,8.648108856591895,0.6129032258064518,5.375428622208372,0.6129032258064518,,,7.3030343589890885
FET ZUN,1.0,43.6752007,-79.40635999999996,4.5,0.6363636363636364,1.1363636363636365,4.318181818181818,,,,,,,,,7.712081839934104,0.409090909090909,5.905957540645435,0.409090909090909,,,7.246416339431558
Nora Shawarma,0.0,43.6477089,-79.39547619999993,2.5,0.52,0.58,2.68,,,,,,,,,9.723883743528702,0.5199999999999997,5.570807674881334,0.5199999999999997,,,7.224948080582195
Shawarma's King,1.0,43.653338199999986,-79.375638,2.5,0.21568627450980393,0.11764705882352941,2.6666666666666665,,,,,,,,,9.644444001577934,0.5490196078431379,5.321065390556013,0.5490196078431379,,,7.0019126581269635
Doner King,1.0,43.83187799999997,-79.26663100000023,4.5,0.9112903225806451,0.43548387096774194,4.419354838709677,,,,,,,,,9.502349048675036,0.14516129032258038,6.404499919024381,0.14516129032258038,,,6.886627590339285
Alexandria Falafel,1.0,43.64168399999997,-79.43014599999997,3.5,0.391304347826087,0.30434782608695654,3.260869565217391,,,,,,,,,7.447586107510973,0.5652173913043478,5.028164309822897,0.5652173913043478,,,6.670292184956367
Grill Cottage,1.0,43.640635868199986,-79.43675614890002,4.0,0.16666666666666666,0.16666666666666666,4.166666666666667,,,,,,,,,6.292471397256944,0.5833333333333333,4.957476514553664,0.5833333333333333,,,6.636359272029802
Kabab Grill,0.0,43.65989160000001,-79.37844109999997,4.0,0.3181818181818182,0.4090909090909091,3.8181818181818183,,,,,,,,,7.060318869447539,0.4545454545454545,5.26764125542394,0.4545454545454545,,,6.61179655227101
Sultan Shawarma & Falafel,1.0,43.68833329999999,-79.3016679,3.5,0.46153846153846156,0.11538461538461539,3.576923076923077,,,,,,,,,7.320473595964597,0.42307692307692324,5.310027668272628,0.42307692307692324,,,6.560950641871072
2 Bros Cuisine,1.0,43.692016599999995,-79.53159129999997,3.5,0.21052631578947367,0.15789473684210525,3.263157894736842,,,,,,,,,7.0466808322953485,0.4210526315789472,5.27203819564419,0.4210526315789472,,,6.5074219109738145
Ghazale,0.0,43.665891899999984,-79.38015369999995,3.5,0.1875,0.125,3.53125,,,,,,,,,7.732202008507789,0.40625,5.3058457468059155,0.40625,,,6.500858101656887
Beiruti Grand Café,0.0,43.77321639999994,-79.33264930000018,3.5,0.4766355140186916,0.29906542056074764,3.663551401869159,,,,,,,,,8.561451007975167,0.1308411214953273,5.9016983903194395,0.1308411214953273,,,6.300699966383194
The Halal Guys,1.0,43.66525840000018,-79.38455519999982,3.0,0.5703125,0.36328125,2.80078125,,,,,,,,,11.492310370815146,0.1796875,5.686001466200876,0.1796875,,,6.220504551653075
Tamam's Shawarma,0.0,43.78192992919999,-79.4937019865,4.0,0.2857142857142857,0.14285714285714285,3.857142857142857,,,,,,,,,6.227015971240936,0.5,4.824174831054328,0.5,,,6.194363097619048
Osmow's,1.0,43.7338886534137,-79.28808820872321,3.0595238095238093,0.20238095238095238,0.15476190476190477,3.119047619047619,,,,,,,,,8.750259234883613,0.3511904761904775,5.149553811469801,0.3511904761904775,,,6.138039002635939
Delina Restaurant,1.0,43.66869259999999,-79.30514159999997,4.5,0.14285714285714285,0.11428571428571428,4.257142857142857,,,,,,,,,6.835161380694841,0.17142857142857149,5.568913006160019,0.17142857142857149,,,6.067302873118719
Pita Ikram,1.0,43.72729386071428,-79.45677371785712,3.267857142857143,0.14285714285714285,0.14285714285714285,3.1785714285714284,,,,,,,,,5.935164628644332,0.6785714285714287,4.315626583133988,0.6785714285714287,,,6.058899838141831
Ghazale Restaurant,1.0,43.66518438989998,-79.41070318220017,3.5,0.49411764705882355,0.35294117647058826,3.235294117647059,,,,,,,,,9.166565649454775,0.34117647058823486,5.105278305000285,0.34117647058823486,,,6.0548717841919695
Otto's Berlin Döner,1.0,43.656339700000245,-79.40290660000021,4.0,1.0310077519379846,0.748062015503876,3.945736434108527,,,,,,,,,7.5869954131742485,0.0426356589147285,5.784535444812428,0.0426356589147285,,,5.909172965530856
Mr Zagros,1.0,43.74161930000001,-79.58944629999999,3.5,0.3076923076923077,0.15384615384615385,3.3076923076923075,,,,,,,,,5.763048406464774,0.5384615384615384,4.467284810953011,0.5384615384615384,,,5.847484498181757
Adonis,1.0,43.729925375099974,-79.29108317120001,3.5,0.6721311475409836,0.29508196721311475,3.5901639344262297,,,,,,,,,7.450064564302112,0.2131147540983603,5.113336622791228,0.2131147540983603,,,5.688289157562927
Ali Baba's,0.0,43.656432699999996,-79.37689159999996,3.0,0.36,0.36,2.92,,,,,,,,,6.4015312339690915,0.44,4.456302937380439,0.44,,,5.552895394717959
Anoush,1.0,43.75662190000002,-79.47003470000003,3.0,0.34782608695652173,0.08695652173913043,3.130434782608696,,,,,,,,,6.163985060646097,0.4782608695652173,4.354274314065923,0.4782608695652173,,,5.530556251120074
Omg Oh My Gyro,1.0,43.64999389999994,-79.39099679999994,4.0,0.6666666666666666,0.10526315789473684,3.956140350877193,,,,,,,,,7.639731302839331,0.1228070175438596,5.14625011194816,0.1228070175438596,,,5.472151271738818
The Fuzz Box,0.0,43.681963299999985,-79.3311336999998,4.5,0.5833333333333334,0.6041666666666666,4.34375,,,,,,,,,6.385930932973337,0.0625,5.035606365691534,0.0625,,,5.195453670562757
Ali Baba's Middle Eastern Cuisine,1.0,43.653920100000015,-79.40974672500003,3.0,0.30357142857142855,0.44642857142857145,2.9642857142857144,,,,,,,,,6.330745136121158,0.3392857142857147,4.394770910218795,0.3095238095238097,,,5.130367579029824
Villa Madina - Eaton Centre,1.0,43.65591886340002,-79.38143491739997,2.0,0.19444444444444445,0.1388888888888889,2.1944444444444446,,,,,,,,,6.562661026469131,0.3611111111111109,4.2073856942834125,0.3611111111111109,,,5.039954403588344
Paramount Middle Eastern Kitchen,1.0,43.72628000000002,-79.45153100000003,2.5,0.14705882352941177,0.029411764705882353,2.411764705882353,,,,,,,,,5.868820519796515,0.41176470588235314,3.6571942953465277,0.41176470588235314,,,4.493260558054793
Quick Pita,0.0,43.708323999999976,-79.39274849999998,1.5,1.0952380952380953,1.0,1.7619047619047619,,,,,,,,,5.233027674509385,0.6190476190476188,3.1620200109987255,0.6190476190476188,,,4.309125041438231
Pita Land,1.0,43.68065653103451,-79.4191800689655,2.810344827586207,0.6896551724137931,0.5517241379310345,2.7241379310344827,,,,,,,,,5.30919173671947,0.4782608695652173,3.3604443526377223,0.4782608695652173,,,4.268248893043979
Sofra Mediterranean Cuisine,0.0,43.766872799999994,-79.4119567,2.5,0.9583333333333334,1.1666666666666667,2.4166666666666665,,,,,,,,,4.741014121912088,0.3333333333333332,3.3206254911234243,0.3333333333333332,,,3.9228555011657567
Villa Madina,0.8333333333333334,43.70143045407593,-79.36066744539639,2.3703703703703702,0.3333333333333333,0.14814814814814814,2.388888888888889,,,,,,,,,3.7443292997241655,0.37037037037037035,3.113132525745191,0.4000000000000001,,,3.8023886534633125
Alexandria Cafe,1.0,43.744575564900025,-79.30007824380002,2.0,0.2777777777777778,1.2222222222222223,2.0,,,,,,,,,4.082512040274105,0.38888888888888906,2.8777187909771134,0.38888888888888906,,,3.4953808449447106
