name,is_open,latitude,longitude,stars_x,cool,funny,stars_y,al pastor score,al pastor ratio,daal score,daal ratio,lamb shwarma score,lamb shwarma ratio,lamb shawarma score,lamb shawarma ratio,shawarma score,shawarma ratio,taco score,taco ratio,taco  score,taco  ratio,Weighted taco score
Grand Electric,1.0,43.64167449999954,-79.43160789999874,3.5,0.422316384180791,0.4322033898305085,3.694915254237288,4.2289237907221,0.016949152542373135,,,,,,,,,13.303915863548042,0.8587570621468815,13.47903998767848,0.8587570621468815,20.438838702944746
Wilbur Mexicana,1.0,43.644877499999915,-79.39879810000023,4.0,0.3859964093357271,0.22082585278276481,4.098743267504489,4.093747196586456,0.023339317773787865,,,,,,,,,12.578292437889102,0.6517055655296161,12.550148831733381,0.6517055655296161,17.423594415411646
Playa Cabana,1.0,43.675957769299835,-79.40118402240029,4.0,0.3830275229357798,0.25229357798165136,3.9610091743119265,3.8806158407442775,0.03440366972477084,,,,,,,,,11.567227272325018,0.5825688073394472,11.601653739048656,0.5825688073394472,15.47862853223568
El Nahual Tacos,1.0,43.666327400000135,-79.40658739999994,4.5,0.8869565217391304,0.3565217391304348,4.643478260869565,4.995987430296953,0.09565217391304338,,,,,,,,,10.0715313542183,0.8434782608695642,10.029481156457429,0.8434782608695642,15.355164954065005
El Caballito,0.0,43.647431999999895,-79.38707470000007,3.5,0.29004329004329005,0.2597402597402597,3.5584415584415585,,,,,,,,,,,9.506605152127136,0.7619047619047599,9.574918381908443,0.7619047619047599,13.914607910848712
Banh Mi Boys,1.0,43.64882699999952,-79.3969701000013,4.5,0.479185119574845,0.35783879539415414,4.265721877767937,,,,,,,,,,,12.104033681269893,0.22674933569530295,12.083883533145128,0.22674933569530295,13.557141100481658
Han Ba Tang,1.0,43.76290820000019,-79.41156419999977,3.5,0.5238095238095238,0.2619047619047619,3.6598639455782314,,,,,,,,,,,9.33437176006149,0.506802721088434,9.341757307037051,0.506802721088434,12.026407246358891
Chula Taberna Mexicana,1.0,43.66925619999993,-79.33590220000019,4.0,0.21,0.04,3.8,,,,,,,,,,,8.070744251595782,0.71,8.08722743405781,0.71,11.510339317279367
Itacate,1.0,43.67939085469999,-79.43716116250003,4.5,0.5142857142857142,0.5428571428571428,4.457142857142857,,,,,,,,,,,7.475731224938619,0.8571428571428574,7.3666812287983765,0.8571428571428574,11.475718470537416
Como En Casa,1.0,43.66533914639997,-79.38449966510005,4.0,0.2914798206278027,0.14798206278026907,4.017937219730942,,,,,,,,,,,9.063053531935807,0.4663677130044863,9.161649673549118,0.4663677130044863,11.443134626178843
MEXITACO,1.0,43.70861810000003,-79.29568329999991,4.0,0.6542056074766355,0.27102803738317754,3.9626168224299065,3.7522738629795027,0.12149532710280349,,,,,,,,,8.285183571926298,0.644859813084111,8.474068926555212,0.644859813084111,11.437514682511848
El local loco,0.0,43.64783150000016,-79.3732264999999,3.5,0.18497109826589594,0.12138728323699421,3.421965317919075,,,,,,,,,,,7.950717892476406,0.5895953757225422,8.014284199180333,0.5895953757225422,10.676658535727194
El Pocho Antojitos Bar,1.0,43.66964090000006,-79.4134258,4.5,0.3,0.1,4.266666666666667,,,,,,,,,,,7.682661119546607,0.6499999999999992,7.6207599493721405,0.6499999999999992,10.63303843213729
The Haam,1.0,43.647387300000126,-79.3931219999999,4.0,0.7844036697247706,0.3256880733944954,4.10091743119266,,,,,,,,,,,8.775564550676565,0.34862385321100925,8.765447925380828,0.34862385321100925,10.446667522119354
Completo,1.0,43.66263280000014,-79.33405750000016,4.5,0.4864864864864865,0.2905405405405405,4.391891891891892,,,,,,,,,,,8.523005290024825,0.39189189189189294,8.486864299396512,0.39189189189189294,10.367904807188081
The Combine Eatery,0.0,43.67664199999994,-79.35742099999995,3.5,0.9382716049382716,0.7654320987654321,3.6296296296296298,,,,,,,,,,,7.214127408283769,0.666666666666666,7.314790842625293,0.666666666666666,10.068125847154933
Nomé Izakaya,1.0,43.762649536100064,-79.41146850590081,4.0,0.4263565891472868,0.24651162790697675,3.973643410852713,,,,,,,,,,,9.109955153942122,0.12713178294573768,9.120886683000224,0.12713178294573768,9.707838772230334
